method,model_name,split,threshold_source,label,f1_mean,f1_std,f1_count,auprc_mean,auprc_std,auprc_count,gold_mean,gold_std,gold_count,pred_mean,pred_std,pred_count,gold_rate_mean,gold_rate_std,gold_rate_count,pred_rate_mean,pred_rate_std,pred_rate_count,f1_mean_std,auprc_mean_std,gold_mean_std,pred_mean_std,gold_rate_mean_std,pred_rate_mean_std
asl,microsoft/deberta-v3-base,test,provided,Security: personal,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Security: societal,0.3157894736842105,,1,0.2986111111111111,,1,6.0,,1,32.0,,1,0.1875,,1,1.0,,1,0.3158 ± 0.0000,0.2986 ± 0.0000,6.0000 ± 0.0000,32.0000 ± 0.0000,0.1875 ± 0.0000,1.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.0,,1,0.05703703703703704,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0570 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Stimulation,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Tradition,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.11764705882352941,,1,0.26666666666666666,,1,2.0,,1,32.0,,1,0.0625,,1,1.0,,1,0.1176 ± 0.0000,0.2667 ± 0.0000,2.0000 ± 0.0000,32.0000 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
asl,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.0,,1,0.047619047619047616,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0476 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Achievement,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.0,,1,0.07291666666666666,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0729 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.06060606060606061,,1,0.0625,,1,1.0,,1,32.0,,1,0.03125,,1,1.0,,1,0.0606 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000,32.0000 ± 0.0000,0.0312 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Face,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Hedonism,0.0,,1,0.14285714285714285,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.1429 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Humility,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Power: dominance,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Power: resources,0.2222222222222222,,1,0.0948249299719888,,1,4.0,,1,32.0,,1,0.125,,1,1.0,,1,0.2222 ± 0.0000,0.0948 ± 0.0000,4.0000 ± 0.0000,32.0000 ± 0.0000,0.1250 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Security: personal,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Security: societal,0.3870967741935484,,1,0.3069116069116069,,1,6.0,,1,25.0,,1,0.1875,,1,0.78125,,1,0.3871 ± 0.0000,0.3069 ± 0.0000,6.0000 ± 0.0000,25.0000 ± 0.0000,0.1875 ± 0.0000,0.7812 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.0,,1,0.05714285714285714,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0571 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Stimulation,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Tradition,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.11764705882352941,,1,0.19090909090909092,,1,2.0,,1,32.0,,1,0.0625,,1,1.0,,1,0.1176 ± 0.0000,0.1909 ± 0.0000,2.0000 ± 0.0000,32.0000 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
bce,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.0,,1,0.043478260869565216,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0435 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Achievement,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.0,,1,0.07291666666666666,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0729 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.06060606060606061,,1,0.058823529411764705,,1,1.0,,1,32.0,,1,0.03125,,1,1.0,,1,0.0606 ± 0.0000,0.0588 ± 0.0000,1.0000 ± 0.0000,32.0000 ± 0.0000,0.0312 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Face,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Hedonism,0.0,,1,0.14285714285714285,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.1429 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Humility,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Power: dominance,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Power: resources,0.0,,1,0.09334344849050732,,1,4.0,,1,7.0,,1,0.125,,1,0.21875,,1,0.0000 ± 0.0000,0.0933 ± 0.0000,4.0000 ± 0.0000,7.0000 ± 0.0000,0.1250 ± 0.0000,0.2188 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Security: personal,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Security: societal,0.3157894736842105,,1,0.3032079032079032,,1,6.0,,1,32.0,,1,0.1875,,1,1.0,,1,0.3158 ± 0.0000,0.3032 ± 0.0000,6.0000 ± 0.0000,32.0000 ± 0.0000,0.1875 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.0,,1,0.059482758620689656,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0595 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Stimulation,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Tradition,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.11764705882352941,,1,0.26666666666666666,,1,2.0,,1,32.0,,1,0.0625,,1,1.0,,1,0.1176 ± 0.0000,0.2667 ± 0.0000,2.0000 ± 0.0000,32.0000 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
empirical_structure,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.0,,1,0.045454545454545456,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0455 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Achievement,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.0,,1,0.08680555555555555,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0868 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.06666666666666667,,1,0.05263157894736842,,1,1.0,,1,29.0,,1,0.03125,,1,0.90625,,1,0.0667 ± 0.0000,0.0526 ± 0.0000,1.0000 ± 0.0000,29.0000 ± 0.0000,0.0312 ± 0.0000,0.9062 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Face,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Hedonism,0.0,,1,0.16666666666666666,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.1667 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Humility,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Power: dominance,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Power: resources,0.2222222222222222,,1,0.09520512449011435,,1,4.0,,1,32.0,,1,0.125,,1,1.0,,1,0.2222 ± 0.0000,0.0952 ± 0.0000,4.0000 ± 0.0000,32.0000 ± 0.0000,0.1250 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Security: personal,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Security: societal,0.3157894736842105,,1,0.3063163688163688,,1,6.0,,1,32.0,,1,0.1875,,1,1.0,,1,0.3158 ± 0.0000,0.3063 ± 0.0000,6.0000 ± 0.0000,32.0000 ± 0.0000,0.1875 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.0,,1,0.05622188905547226,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0562 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Stimulation,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Tradition,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.11764705882352941,,1,0.26666666666666666,,1,2.0,,1,32.0,,1,0.0625,,1,1.0,,1,0.1176 ± 0.0000,0.2667 ± 0.0000,2.0000 ± 0.0000,32.0000 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
random_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.0,,1,0.045454545454545456,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0455 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Achievement,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.0,,1,0.08125,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0813 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.06060606060606061,,1,0.05263157894736842,,1,1.0,,1,32.0,,1,0.03125,,1,1.0,,1,0.0606 ± 0.0000,0.0526 ± 0.0000,1.0000 ± 0.0000,32.0000 ± 0.0000,0.0312 ± 0.0000,1.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Face,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Hedonism,0.0,,1,0.16666666666666666,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.1667 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Humility,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Power: dominance,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Power: resources,0.07407407407407408,,1,0.09449287377786364,,1,4.0,,1,23.0,,1,0.125,,1,0.71875,,1,0.0741 ± 0.0000,0.0945 ± 0.0000,4.0000 ± 0.0000,23.0000 ± 0.0000,0.1250 ± 0.0000,0.7188 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Security: personal,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
