method,model_name,split,seed,threshold_source,threshold_mode,source_file,label,threshold
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Face,1.0
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Security: personal,0.4
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Security: societal,0.5
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Tradition,0.4
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Conformity: rules,0.5
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Conformity: interpersonal,1.0
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Humility,1.0
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: caring,1.0
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: dependability,1.0
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Universalism: concern,0.4
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Universalism: nature,1.0
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Universalism: tolerance,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Self-direction: thought,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Self-direction: action,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Stimulation,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Hedonism,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Achievement,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Power: dominance,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Power: resources,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Face,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Security: personal,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Security: societal,0.5
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Tradition,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Conformity: rules,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Conformity: interpersonal,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Humility,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Benevolence: caring,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Benevolence: dependability,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Universalism: concern,0.4
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Universalism: nature,1.0
bce,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json,Universalism: tolerance,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Self-direction: thought,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Self-direction: action,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Stimulation,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Hedonism,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Achievement,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Power: dominance,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Power: resources,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Face,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Security: personal,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Security: societal,0.5
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Tradition,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Conformity: rules,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Conformity: interpersonal,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Humility,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: caring,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: dependability,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Universalism: concern,0.4
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Universalism: nature,1.0
bce,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_validation_thresholds.json,Universalism: tolerance,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Self-direction: thought,0.4
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Self-direction: action,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Stimulation,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Hedonism,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Achievement,0.4
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Power: dominance,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Power: resources,0.5
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Face,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Security: personal,0.4
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Security: societal,0.5
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Tradition,0.4
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Conformity: rules,0.4
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Conformity: interpersonal,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Humility,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Benevolence: caring,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Benevolence: dependability,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Universalism: concern,0.4
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Universalism: nature,1.0
empirical_structure,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json,Universalism: tolerance,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Self-direction: thought,0.4
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Self-direction: action,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Stimulation,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Hedonism,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Achievement,0.4
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Power: dominance,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Power: resources,0.5
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Face,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Security: personal,0.4
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Security: societal,0.5
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Tradition,0.4
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Conformity: rules,0.4
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Conformity: interpersonal,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Humility,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: caring,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: dependability,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Universalism: concern,0.4
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Universalism: nature,1.0
empirical_structure,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_validation_thresholds.json,Universalism: tolerance,1.0
random_geoloss,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json,Self-direction: thought,0.4
random_geoloss,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json,Self-direction: action,1.0
random_geoloss,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json,Stimulation,1.0
random_geoloss,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json,Hedonism,1.0
random_geoloss,microsoft/deberta-v3-base,test,42,provided,provided,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json,Achievement,0.4
