method,model_name,split,seed,threshold_source,label,f1,auprc,gold,pred,gold_rate,pred_rate,source_file
bce,microsoft/deberta-v3-base,test,42,provided,Power: dominance,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Power: resources,0.2222222222222222,0.0948249299719888,4.0,32.0,0.125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Face,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Security: personal,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Security: societal,0.3870967741935484,0.3069116069116069,6.0,25.0,0.1875,0.78125,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Tradition,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Conformity: rules,0.06060606060606061,0.0625,1.0,32.0,0.03125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Conformity: interpersonal,0.0,0.07291666666666666,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Humility,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Benevolence: caring,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Benevolence: dependability,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Universalism: concern,0.11764705882352941,0.19090909090909092,2.0,32.0,0.0625,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Universalism: nature,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
bce,microsoft/deberta-v3-base,test,42,provided,Universalism: tolerance,0.0,0.043478260869565216,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_bce_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Self-direction: thought,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Self-direction: action,0.0,0.059482758620689656,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Stimulation,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Hedonism,0.0,0.14285714285714285,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Achievement,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Power: dominance,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Power: resources,0.0,0.09334344849050732,4.0,7.0,0.125,0.21875,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Face,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Security: personal,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Security: societal,0.3157894736842105,0.3032079032079032,6.0,32.0,0.1875,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Tradition,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Conformity: rules,0.06060606060606061,0.058823529411764705,1.0,32.0,0.03125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Conformity: interpersonal,0.0,0.07291666666666666,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Humility,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Benevolence: caring,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Benevolence: dependability,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Universalism: concern,0.11764705882352941,0.26666666666666666,2.0,32.0,0.0625,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Universalism: nature,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
empirical_structure,microsoft/deberta-v3-base,test,42,provided,Universalism: tolerance,0.0,0.045454545454545456,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_empirical_structure_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Self-direction: thought,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Self-direction: action,0.0,0.05622188905547226,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Stimulation,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Hedonism,0.0,0.16666666666666666,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Achievement,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Power: dominance,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Power: resources,0.2222222222222222,0.09520512449011435,4.0,32.0,0.125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Face,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Security: personal,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Security: societal,0.3157894736842105,0.3063163688163688,6.0,32.0,0.1875,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Tradition,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Conformity: rules,0.06666666666666667,0.05263157894736842,1.0,29.0,0.03125,0.90625,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Conformity: interpersonal,0.0,0.08680555555555555,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Humility,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Benevolence: caring,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Benevolence: dependability,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Universalism: concern,0.11764705882352941,0.26666666666666666,2.0,32.0,0.0625,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Universalism: nature,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
random_geoloss,microsoft/deberta-v3-base,test,42,provided,Universalism: tolerance,0.0,0.045454545454545456,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_random_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Self-direction: thought,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Self-direction: action,0.0,0.05844155844155844,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Stimulation,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Hedonism,0.0,0.16666666666666666,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Achievement,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Power: dominance,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Power: resources,0.07407407407407408,0.09449287377786364,4.0,23.0,0.125,0.71875,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Face,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Security: personal,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Security: societal,0.3157894736842105,0.28403818403818404,6.0,32.0,0.1875,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Tradition,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Conformity: rules,0.06060606060606061,0.05263157894736842,1.0,32.0,0.03125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Conformity: interpersonal,0.0,0.08125,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Humility,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Benevolence: caring,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Benevolence: dependability,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Universalism: concern,0.11764705882352941,0.26666666666666666,2.0,32.0,0.0625,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Universalism: nature,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geoloss,microsoft/deberta-v3-base,test,42,provided,Universalism: tolerance,0.0,0.045454545454545456,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geoloss_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Self-direction: thought,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Self-direction: action,0.0,0.05531609195402298,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Stimulation,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Hedonism,0.0,0.07142857142857142,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Achievement,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Power: dominance,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Power: resources,0.2222222222222222,0.22916666666666663,4.0,32.0,0.125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
