method,seed,model_slug,objective,transform,rho,threshold_delta,conflict_filter,opposite_margin,validation_macro_f1,validation_micro_f1,validation_macro_auprc,validation_micro_auprc,validation_circular_error,validation_opposite_value_activation,validation_neighbor_error_rate,validation_opposite_error_rate,validation_confusion_distance_correlation,validation_geometry_cost,validation_n_predictions,validation_prediction_rate,test_macro_f1,test_micro_f1,test_macro_auprc,test_micro_auprc,test_circular_error,test_opposite_value_activation,test_neighbor_error_rate,test_opposite_error_rate,test_confusion_distance_correlation,test_geometry_cost,test_n_predictions,test_prediction_rate
asl,1701,deberta-v3-base,standard,none,0.0,0.0,none,,0.2805649260184495,0.3199288058290228,0.20058284900947065,0.23245721539806208,0.2875548211716814,0.11643105909165004,0.17498459642637093,0.5012322858903265,-0.07633290029091258,0.905218166153658,9368.0,0.03308189959601096,0.2644032541931331,0.310658379373849,0.2057206697687724,0.23699918653053595,0.27848742562603584,0.11153465782121626,0.19413273485091376,0.4948701506893235,-0.12557499002590777,0.8848922341365756,8937.0,0.03228556668629498
asl,1701,deberta-v3-base,f1,none,0.0,0.0,none,,0.2805649260184495,0.3199288058290228,0.20058284900947065,0.23245721539806208,0.2875548211716814,0.11643105909165004,0.17498459642637093,0.5012322858903265,-0.07633290029091258,0.905218166153658,9368.0,0.03308189959601096,0.2644032541931331,0.310658379373849,0.2057206697687724,0.23699918653053595,0.27848742562603584,0.11153465782121626,0.19413273485091376,0.4948701506893235,-0.12557499002590777,0.8848922341365756,8937.0,0.03228556668629498
asl,1701,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.1,0.2779799861363436,0.31773580625035447,0.20058284900947065,0.23245721539806208,0.2875548211716814,0.11643105909165004,0.17559093101784853,0.49943720855442997,-0.09789862433837736,0.9034230888177615,9020.0,0.031852981891120714,0.2636925327551117,0.3103610490415148,0.2057206697687724,0.23699918653053595,0.27848742562603584,0.11153465782121626,0.19534412955465588,0.49274628879892035,-0.15503358560872876,0.8827683722461724,8567.0,0.03094891460238213
asl,1701,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.0,0.2767790030342746,0.3169411362470796,0.20058284900947065,0.23245721539806208,0.2875548211716814,0.11643105909165004,0.17638460289101834,0.49829462400519736,-0.10322649269995181,0.9022805042685288,8938.0,0.031563409328474165,0.26320048587337874,0.31001063704053894,0.2057206697687724,0.23699918653053595,0.27848742562603584,0.11153465782121626,0.19641638225255972,0.4926621160409556,-0.15849160087417996,0.8826841994882078,8483.0,0.030645458453601917
asl,1701,deberta-v3-base,pareto_95,opposite_suppression,0.5,-0.05,opposite_margin,0.0,0.27117735858927755,0.3122179699548752,0.1880964936638378,0.21318464281221275,0.23184671426693274,0.09205113168216227,0.1805938666233977,0.4989453188382281,-0.11596535185122718,0.8228431647873231,8896.0,0.03141509167443569,0.25925455908058204,0.30584049807293207,0.18993360942739015,0.21664197467429064,0.22429936711883583,0.08783829977992477,0.19907644946126218,0.49409953822473063,-0.16815269501458224,0.8062372051234912,8426.0,0.030439541781215343
asl,1984,deberta-v3-base,standard,none,0.0,0.0,none,,0.31395751877557015,0.36336237344007527,0.246941135530472,0.3005329400173653,0.5770897554915488,0.23280840268182418,0.18754277891854895,0.49885922883869493,-0.10115205087385086,1.3087573870120681,12624.0,0.0445800491567082,0.3024572224364529,0.35361953677681945,0.24637065962507146,0.2940473100702166,0.5705900739135945,0.22876507487962594,0.1936842105263158,0.4927485380116959,-0.12139837370806553,1.2921036868049163,12199.0,0.04406978046392665
asl,1984,deberta-v3-base,f1,none,0.0,0.0,opposite_margin,0.1,0.31520740307650946,0.3650534013278168,0.246941135530472,0.3005329400173653,0.5770897554915488,0.23280840268182418,0.19114664121226585,0.49528695859682614,-0.1276077400384187,1.305185116770199,12175.0,0.04299446280758256,0.30304303220512163,0.35529376825223974,0.24637065962507146,0.2940473100702166,0.5705900739135945,0.22876507487962594,0.19498470948012234,0.4906422018348624,-0.14371391087346108,1.2899973506280829,11764.0,0.04249831112202911
asl,1984,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.1,0.31520740307650946,0.3650534013278168,0.246941135530472,0.3005329400173653,0.5770897554915488,0.23280840268182418,0.19114664121226585,0.49528695859682614,-0.1276077400384187,1.305185116770199,12175.0,0.04299446280758256,0.30304303220512163,0.35529376825223974,0.24637065962507146,0.2940473100702166,0.5705900739135945,0.22876507487962594,0.19498470948012234,0.4906422018348624,-0.14371391087346108,1.2899973506280829,11764.0,0.04249831112202911
asl,1984,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.1,0.31520740307650946,0.3650534013278168,0.246941135530472,0.3005329400173653,0.5770897554915488,0.23280840268182418,0.19114664121226585,0.49528695859682614,-0.1276077400384187,1.305185116770199,12175.0,0.04299446280758256,0.30304303220512163,0.35529376825223974,0.24637065962507146,0.2940473100702166,0.5705900739135945,0.22876507487962594,0.19498470948012234,0.4906422018348624,-0.14371391087346108,1.2899973506280829,11764.0,0.04249831112202911
asl,1984,deberta-v3-base,pareto_95,opposite_suppression,0.5,-0.05,opposite_margin,0.1,0.3043510200403349,0.35813929893978597,0.24677211916739122,0.3005877976105643,0.4503646181714595,0.17933594982146378,0.193608029582673,0.49775488642366617,-0.13345779820435533,1.1274554544165896,11102.0,0.03920529988417097,0.29971337995261144,0.35369708275040157,0.2460318600691862,0.2933311958559552,0.445127570315512,0.1759961568953868,0.19967772257284813,0.48972740700953404,-0.15018813773491152,1.1108511342204328,10860.0,0.03923254494944204
bce,7,deberta-v3-base,standard,none,0.0,0.0,none,,0.3045814004479097,0.3556668753913588,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17013478363679357,0.5277843461811302,-0.07894363128204214,0.7333323127059106,12150.0,0.04290617848970252,0.2936736627630485,0.3475988561285869,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1912719403702813,0.5159894205337822,-0.12424872169013074,0.714025509778772,11843.0,0.0427837044048105
bce,7,deberta-v3-base,f1,none,0.0,0.0,none,,0.3045814004479097,0.3556668753913588,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17013478363679357,0.5277843461811302,-0.07894363128204214,0.7333323127059106,12150.0,0.04290617848970252,0.2936736627630485,0.3475988561285869,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1912719403702813,0.5159894205337822,-0.12424872169013074,0.714025509778772,11843.0,0.0427837044048105
bce,7,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.0,0.30219747376253275,0.3538103029401557,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17158948685857323,0.5266583229036296,-0.10981971750391097,0.73220628942841,11558.0,0.04081560584230302,0.29191621379025756,0.348278825254006,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1904038485884289,0.5184200531712875,-0.1498682503839866,0.7164561424162773,11344.0,0.04098103037812804
bce,7,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.0,0.30219747376253275,0.3538103029401557,0.23252428239654177,0.2871738241749431,0.1480912471355951,0.05745671938918532,0.17158948685857323,0.5266583229036296,-0.10981971750391097,0.73220628942841,11558.0,0.04081560584230302,0.29191621379025756,0.348278825254006,0.23795926960713357,0.28730297439899594,0.14392374339356276,0.05411234585142704,0.1904038485884289,0.5184200531712875,-0.1498682503839866,0.7164561424162773,11344.0,0.04098103037812804
bce,7,deberta-v3-base,pareto_95,opposite_suppression,0.5,0.0,opposite_margin,0.0,0.29000818773767795,0.35066786336518657,0.23197676524434221,0.2847800565531227,0.12359098144166629,0.04670318739888696,0.1747752889142531,0.5328862890569268,-0.122136033223153,0.7031804578974801,10330.0,0.036479080148035144,0.28869478449256714,0.35008572653236175,0.23638067711594993,0.2832423363481655,0.12010198351037324,0.04400746628655358,0.19028456453003736,0.5267318194883587,-0.1517405510377448,0.6908412692852854,10225.0,0.036938560967591606
bce,11,deberta-v3-base,standard,none,0.0,0.0,none,,0.31588999353635394,0.3623724301138885,0.24528605104717605,0.30391036408868977,0.11693045269784727,0.04343668584918045,0.1783168688258097,0.508690759034638,-0.09009803167655618,0.6690578975816657,11672.0,0.04121818233183603,0.295947691274214,0.34885013899418754,0.24603551512745064,0.30047407226307216,0.11382629584847742,0.04154926357330836,0.1850538315389487,0.5099430018999367,-0.13997855417002122,0.6653185613217225,11346.0,0.04098825552452757
bce,11,deberta-v3-base,f1,none,0.0,0.0,none,,0.31588999353635394,0.3623724301138885,0.24528605104717605,0.30391036408868977,0.11693045269784727,0.04343668584918045,0.1783168688258097,0.508690759034638,-0.09009803167655618,0.6690578975816657,11672.0,0.04121818233183603,0.295947691274214,0.34885013899418754,0.24603551512745064,0.30047407226307216,0.11382629584847742,0.04154926357330836,0.1850538315389487,0.5099430018999367,-0.13997855417002122,0.6653185613217225,11346.0,0.04098825552452757
bce,11,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.0,0.3144941152636928,0.36129884648610194,0.24528605104717605,0.30391036408868977,0.11693045269784727,0.04343668584918045,0.17822441102089712,0.5080527086383602,-0.12319471261656798,0.6684198471853879,11068.0,0.039085233211854115,0.292642342012371,0.3484588596080877,0.24603551512745064,0.30047407226307216,0.11382629584847742,0.04154926357330836,0.18689581095596133,0.5099355531686359,-0.1686199438836067,0.6653111125904216,10800.0,0.03901579055745617
bce,11,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.0,0.3144941152636928,0.36129884648610194,0.24528605104717605,0.30391036408868977,0.11693045269784727,0.04343668584918045,0.17822441102089712,0.5080527086383602,-0.12319471261656798,0.6684198471853879,11068.0,0.039085233211854115,0.292642342012371,0.3484588596080877,0.24603551512745064,0.30047407226307216,0.11382629584847742,0.04154926357330836,0.18689581095596133,0.5099355531686359,-0.1686199438836067,0.6653111125904216,10800.0,0.03901579055745617
bce,11,deberta-v3-base,pareto_95,opposite_suppression,0.5,0.0,opposite_margin,0.0,0.30238240068050837,0.3573230290345086,0.2448160573737438,0.3024349564140513,0.09833613904367594,0.03553287998248296,0.18078589571193784,0.5127745405647691,-0.13064184520091301,0.646643559590928,10022.0,0.035391417351752975,0.29086873348194514,0.35188234002853697,0.2459648001163064,0.2996021748545303,0.09585876423812018,0.03405460684243673,0.1892960316253611,0.514672343013532,-0.17658602388501413,0.6445857140940889,9783.0,0.03534180361329572
bce,42,deberta-v3-base,standard,none,0.0,0.0,none,,0.3051775050713913,0.3462186492081067,0.23041633713948007,0.2762630740326968,0.12844459499816663,0.04759334650044733,0.18363296754611252,0.528251225776325,-0.0973636343265864,0.704289167274939,12162.0,0.04294855496228494,0.29630508385730386,0.33617000344335674,0.2312928042550224,0.27116088144330946,0.12714188766778417,0.04555671759531583,0.1947362209370943,0.5176442818364215,-0.14557562479692246,0.6903428870995215,11890.0,0.04295349534519943
bce,42,deberta-v3-base,f1,none,0.0,0.0,none,,0.3051775050713913,0.3462186492081067,0.23041633713948007,0.2762630740326968,0.12844459499816663,0.04759334650044733,0.18363296754611252,0.528251225776325,-0.0973636343265864,0.704289167274939,12162.0,0.04294855496228494,0.29630508385730386,0.33617000344335674,0.2312928042550224,0.27116088144330946,0.12714188766778417,0.04555671759531583,0.1947362209370943,0.5176442818364215,-0.14557562479692246,0.6903428870995215,11890.0,0.04295349534519943
bce,42,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.1,0.30351830368246613,0.3466692847675618,0.23041633713948007,0.2762630740326968,0.12844459499816663,0.04759334650044733,0.18677846639931947,0.5255802649167578,-0.1311023503949197,0.7016182064153718,11760.0,0.04152894313077379,0.29592729607526663,0.3385047948988302,0.2312928042550224,0.27116088144330946,0.12714188766778417,0.04555671759531583,0.19674355495251017,0.5162205501418528,-0.17192131670054803,0.6889191554049527,11478.0,0.041465115186896474
bce,42,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.1,0.30351830368246613,0.3466692847675618,0.23041633713948007,0.2762630740326968,0.12844459499816663,0.04759334650044733,0.18677846639931947,0.5255802649167578,-0.1311023503949197,0.7016182064153718,11760.0,0.04152894313077379,0.29592729607526663,0.3385047948988302,0.2312928042550224,0.27116088144330946,0.12714188766778417,0.04555671759531583,0.19674355495251017,0.5162205501418528,-0.17192131670054803,0.6889191554049527,11478.0,0.041465115186896474
bce,42,deberta-v3-base,pareto_95,opposite_suppression,1.0,0.0,opposite_margin,0.0,0.29029482395886963,0.3408370669872145,0.22956688043993498,0.2720424800811781,0.09540183049854101,0.03377347792502062,0.18578819233110164,0.5392574558734023,-0.14560832728524128,0.668432764296964,9691.0,0.03422253298302116,0.29466156778179414,0.3413309691361445,0.22867681968145268,0.26494642050028777,0.09500520159288924,0.03256279606829386,0.1950061274509804,0.5318627450980392,-0.18362699533408874,0.6594307427592223,9608.0,0.03470960330333693
bce,1701,deberta-v3-base,standard,none,0.0,0.0,none,,0.30014412472633173,0.34835432953244033,0.22884096541504556,0.2845076687227658,0.14230133004306172,0.05375219988258713,0.17832957110609482,0.49473288186606473,-0.07169572991897216,0.6907864117917135,11472.0,0.04051190778879566,0.29376666084554354,0.3434054716210698,0.23144312852735652,0.27945112350723494,0.13842230956077592,0.050716616326182185,0.1938631403261009,0.4932597252535627,-0.1302412884034384,0.6823986511405208,11153.0,0.04029102889697302
bce,1701,deberta-v3-base,f1,none,0.0,0.0,none,,0.30014412472633173,0.34835432953244033,0.22884096541504556,0.2845076687227658,0.14230133004306172,0.05375219988258713,0.17832957110609482,0.49473288186606473,-0.07169572991897216,0.6907864117917135,11472.0,0.04051190778879566,0.29376666084554354,0.3434054716210698,0.23144312852735652,0.27945112350723494,0.13842230956077592,0.050716616326182185,0.1938631403261009,0.4932597252535627,-0.1302412884034384,0.6823986511405208,11153.0,0.04029102889697302
bce,1701,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.0,0.29783989015092405,0.34803644037263887,0.22884096541504556,0.2845076687227658,0.14230133004306172,0.05375219988258713,0.1782977006857604,0.49320962753798575,-0.11104066405475521,0.6892631574636345,10818.0,0.038202390033053646,0.2942106953117575,0.34531464108780435,0.23144312852735652,0.27945112350723494,0.13842230956077592,0.050716616326182185,0.19355283096845297,0.49386967901914863,-0.1684725955827874,0.6830086049061067,10535.0,0.03805845865951859
bce,1701,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.0,0.29783989015092405,0.34803644037263887,0.22884096541504556,0.2845076687227658,0.14230133004306172,0.05375219988258713,0.1782977006857604,0.49320962753798575,-0.11104066405475521,0.6892631574636345,10818.0,0.038202390033053646,0.2942106953117575,0.34531464108780435,0.23144312852735652,0.27945112350723494,0.13842230956077592,0.050716616326182185,0.19355283096845297,0.49386967901914863,-0.1684725955827874,0.6830086049061067,10535.0,0.03805845865951859
bce,1701,deberta-v3-base,pareto_95,opposite_suppression,1.0,0.0,opposite_margin,0.0,0.28714258840838264,0.3447796629799062,0.22848196205224647,0.28084027344718104,0.1001261529252187,0.03630137715025114,0.17936982925541278,0.5152261925717303,-0.12983270040636605,0.6516537226472001,8658.0,0.030574624968217647,0.28660805541597734,0.34381302645628187,0.2299783932823456,0.2747463015719322,0.0974443490926029,0.03408345892161096,0.19543560949103422,0.5116826661836624,-0.17603134142076732,0.6432104741978762,8419.0,0.03041425376881699
bce,1984,deberta-v3-base,standard,none,0.0,0.0,none,,0.29213436442689583,0.3388998962166242,0.2230235796825044,0.2769007511400431,0.1492926955602996,0.053192655704906534,0.18977209560867148,0.5010561423012785,-0.09931090733161964,0.7035414935664845,12587.0,0.04444938836624573,0.28714713938201364,0.3364108482400462,0.22998026951908604,0.281487469553414,0.1476620194752777,0.05201028334838761,0.19245964555818942,0.5089739248222147,-0.14628023645391378,0.70864622764588,12357.0,0.04464056702948944
bce,1984,deberta-v3-base,f1,none,0.0,0.0,none,,0.29213436442689583,0.3388998962166242,0.2230235796825044,0.2769007511400431,0.1492926955602996,0.053192655704906534,0.18977209560867148,0.5010561423012785,-0.09931090733161964,0.7035414935664845,12587.0,0.04444938836624573,0.28714713938201364,0.3364108482400462,0.22998026951908604,0.281487469553414,0.1476620194752777,0.05201028334838761,0.19245964555818942,0.5089739248222147,-0.14628023645391378,0.70864622764588,12357.0,0.04464056702948944
bce,1984,deberta-v3-base,pareto_99,none,0.0,0.0,none,,0.29213436442689583,0.3388998962166242,0.2230235796825044,0.2769007511400431,0.1492926955602996,0.053192655704906534,0.18977209560867148,0.5010561423012785,-0.09931090733161964,0.7035414935664845,12587.0,0.04444938836624573,0.28714713938201364,0.3364108482400462,0.22998026951908604,0.281487469553414,0.1476620194752777,0.05201028334838761,0.19245964555818942,0.5089739248222147,-0.14628023645391378,0.70864622764588,12357.0,0.04464056702948944
bce,1984,deberta-v3-base,pareto_98,none,0.0,0.0,none,,0.29213436442689583,0.3388998962166242,0.2230235796825044,0.2769007511400431,0.1492926955602996,0.053192655704906534,0.18977209560867148,0.5010561423012785,-0.09931090733161964,0.7035414935664845,12587.0,0.04444938836624573,0.28714713938201364,0.3364108482400462,0.22998026951908604,0.281487469553414,0.1476620194752777,0.05201028334838761,0.19245964555818942,0.5089739248222147,-0.14628023645391378,0.70864622764588,12357.0,0.04464056702948944
bce,1984,deberta-v3-base,pareto_95,opposite_suppression,1.0,-0.05,opposite_margin,0.1,0.28138314957879534,0.2996362405887827,0.22274894983077625,0.2736983898998833,0.10618783832995277,0.03606088799611402,0.1888763164766298,0.5039603098616068,-0.10667108288377865,0.6462090361876736,15031.0,0.05308006328219906,0.2829394563010621,0.30311137962283696,0.2284840016086754,0.276270630561311,0.10494387037729291,0.035087478046194595,0.18944929602566388,0.5121190518624131,-0.14642660841590255,0.6521504002859007,14734.0,0.05322765352532956
empirical_structure,7,deberta-v3-base,standard,none,0.0,0.0,none,,0.3042740220918258,0.3481672887357642,0.23317828038315383,0.2893330363393196,0.14232388944733348,0.05328051475171746,0.17736154468724707,0.5436466643542606,-0.1075022290212582,0.7392510685533116,12287.0,0.043389976551685173,0.2921912281411059,0.33692880957050403,0.24088109214434628,0.28832710618171536,0.1397408923458148,0.050974598722346325,0.1943433869264171,0.5274028869850956,-0.1523944837584703,0.7181183780532567,11957.0,0.04319553774958365
empirical_structure,7,deberta-v3-base,f1,none,0.0,0.0,none,,0.3042740220918258,0.3481672887357642,0.23317828038315383,0.2893330363393196,0.14232388944733348,0.05328051475171746,0.17736154468724707,0.5436466643542606,-0.1075022290212582,0.7392510685533116,12287.0,0.043389976551685173,0.2921912281411059,0.33692880957050403,0.24088109214434628,0.28832710618171536,0.1397408923458148,0.050974598722346325,0.1943433869264171,0.5274028869850956,-0.1523944837584703,0.7181183780532567,11957.0,0.04319553774958365
empirical_structure,7,deberta-v3-base,pareto_99,none,0.0,0.0,opposite_margin,0.0,0.30248281119474657,0.34778363600859213,0.23317828038315383,0.2893330363393196,0.14232388944733348,0.05328051475171746,0.1784382144146312,0.5414510889183011,-0.13384487142518814,0.7370554931173521,11873.0,0.041927988247591606,0.29128072214741224,0.3366524893670253,0.24088109214434628,0.28832710618171536,0.1397408923458148,0.050974598722346325,0.19481789293571253,0.5274993889024688,-0.17834432109706028,0.7182148799706299,11546.0,0.04171077016448046
empirical_structure,7,deberta-v3-base,pareto_98,none,0.0,0.0,opposite_margin,0.0,0.30248281119474657,0.34778363600859213,0.23317828038315383,0.2893330363393196,0.14232388944733348,0.05328051475171746,0.1784382144146312,0.5414510889183011,-0.13384487142518814,0.7370554931173521,11873.0,0.041927988247591606,0.29128072214741224,0.3366524893670253,0.24088109214434628,0.28832710618171536,0.1397408923458148,0.050974598722346325,0.19481789293571253,0.5274993889024688,-0.17834432109706028,0.7182148799706299,11546.0,0.04171077016448046
